,Resource,Section,Number,Color,Tag1,Tag2,Topic,Question
413,Green,Independent,17.V,,Roommate Preferences,Living Conditions,Education,"Nowadays, people are busy with many things"
414,Green,Independent,17.VI,,Physical Activity,Daily Exercise,Health and Well-being,Some companies have decided not to allow employees to discuss business by sending emails or messages on weekends
415,Green,Independent,18.I,,Life Skills,Youth Education,Education,Do you agree or disagree with the following statement? Scientists should be responsible for the negative impacts of their discoveries
416,Green,Independent,18.II,,Environmental Protection,Impact Choices,Environmental Sustainability and Conservation,Do you agree or disagree with the following statement? Improving schools is the most important factor in the successful development of a country?
417,Green,Independent,18.III,,Creative Learning,Student Encouragement,Education,Do you agree or disagree with the following statement? Working at home using computers or telephones is better than working in the office.
418,Green,Independent,18.IV,,Relationship Priorities,Family vs. Friends,Lifestyle,"Do you agree or disagree? People can solve important problems by themselves or by their families; thus, it is almost not necessary to refer to the government."
419,Green,Independent,18.V,,Knowledge Acquisition,Observation Methods,Education,"Do you agree or disagree? In the modern era, parents learn from children more than children learn from parents."
420,Green,Independent,18.VI,,Medical Expertise,Age vs. Experience,Health and Well-being,"Some people think historical sites should be open to the general public, but others think historical sites should only be open to experts and researchers"
421,Green,Independent,19.I,,Business Skills,Social Traits,"Work, Career, and Professional Development","Do you agree or disagree with the following statement? If you need to discuss upsetting or controversial problems with others, using email/text messaging is better than using telephone/voice-messaging."
422,Green,Independent,19.II,,Homework Impact,Learning Effectiveness,Education,Do you agree or disagree with the following statement? People who have learned many different skills are more likely to succeed than those who focus on learning only one skill.
423,Green,Independent,19.III,,Workplace Relationships,Management Boundaries,"Work, Career, and Professional Development",Which one do you prefer? Students in high school should learn by sitting there listening to the teacher while taking notes or communicating and sharing ideas with class.
424,Green,Independent,19.IV,,Media Content,Regulatory Policies,"Media, Communication, and Information","After having a presentation in class, you want to evaluate it"
425,Green,Independent,19.V,,Teaching Preferences,Grading Policies,Education,"If you are required to give feedback about your classmates/colleagues (work or performance), would you like to give positive comments or negative comments first?"
426,Green,Independent,19.VI,,Life Stages,Adult vs. Child Challenges,Lifestyle,Is it as important for older people to learn and study new things as it is for young people?
427,Green,Independent,20.I,,Student Activities,University Sponsorship,Education,Do you agree or disagree with the following statement? The personal and work-related challenges that young people face today are not any different from the challenges their parents and grandparents faced when they were young.
428,Green,Independent,20.II,,Child Development,Responsibility Cultivation,Family and Community,"Do you agree or disagree with the following statement? When working on a project, it’s better for classmates or colleagues to communicate face to face than send emails."
429,Green,Independent,20.III,,Student Assistance,Academic Help,Education,Do you agree or disagree with the following statement
430,Green,Independent,20.IV,,Higher Education,Curriculum Development,Lifestyle,"University students are often encouraged to study fields in which significant job growth (a large increase in job opportunities) is expected; these fields currently include science, technology, engineering, and math, do you believe students should consider studying fields related to these subjects even if they are more interested in other subjects? Why or why not?"
